859
0.0071418	-0.0087287	-0.0091367	0.029552	-0.019213	0.12618	0.01822	-0.009884	0.26222	0.025107	0.16092	0.2621	-0.00051886	-0.17112	0.27966	-0.064011	-0.33016	0.020261	0.13807	-0.25268	-0.080252	0.14088	-0.21177	-0.057595	0.21696	-0.29326	-0.1186
0.0071566	-0.0087105	-0.0091108	0.029556	-0.019199	0.1262	0.018224	-0.0098723	0.26224	0.02513	0.16091	0.2621	-0.0005459	-0.17112	0.27966	-0.064006	-0.33016	0.020268	0.13812	-0.25268	-0.080225	0.14094	-0.21177	-0.05757	0.21701	-0.29325	-0.1186
0.0071384	-0.0087084	-0.0091302	0.029565	-0.019204	0.12618	0.018234	-0.0098651	0.26223	0.025112	0.16093	0.2621	-0.00053388	-0.17111	0.27966	-0.064	-0.33017	0.020286	0.1381	-0.25267	-0.080215	0.14093	-0.21175	-0.05756	0.21698	-0.29325	-0.11859
0.0071698	-0.0087127	-0.009114	0.029572	-0.019191	0.12618	0.018227	-0.009851	0.26225	0.025109	0.16092	0.2621	-0.00053442	-0.1711	0.27966	-0.064003	-0.33016	0.020299	0.13811	-0.25265	-0.08023	0.14094	-0.21174	-0.057568	0.21699	-0.29324	-0.1186
0.0071698	-0.0087127	-0.009114	0.029572	-0.019191	0.12618	0.018227	-0.009851	0.26225	0.025109	0.16092	0.2621	-0.00053442	-0.1711	0.27966	-0.064003	-0.33016	0.020299	0.13811	-0.25265	-0.08023	0.14094	-0.21174	-0.057568	0.21699	-0.29324	-0.1186
0.0071654	-0.00871	-0.009126	0.029586	-0.0192	0.1262	0.018239	-0.009833	0.26228	0.025118	0.16094	0.2621	-0.00048858	-0.17111	0.27967	-0.064008	-0.33016	0.020289	0.1381	-0.25269	-0.080233	0.14091	-0.21177	-0.057577	0.217	-0.29326	-0.11858
0.0071872	-0.0087311	-0.0091132	0.029582	-0.019191	0.12619	0.018244	-0.0098613	0.26224	0.025121	0.16093	0.26211	-0.0005528	-0.1711	0.27966	-0.063994	-0.33016	0.020292	0.13811	-0.25268	-0.080204	0.14093	-0.21176	-0.057554	0.21698	-0.29326	-0.11858
0.0071872	-0.0087311	-0.0091132	0.029582	-0.019191	0.12619	0.018244	-0.0098613	0.26224	0.025121	0.16093	0.26211	-0.0005528	-0.1711	0.27966	-0.063994	-0.33016	0.020292	0.13811	-0.25268	-0.080204	0.14093	-0.21176	-0.057554	0.21698	-0.29326	-0.11858
0.0071759	-0.0087251	-0.0091244	0.029605	-0.019183	0.12621	0.018249	-0.0098637	0.26225	0.02511	0.16093	0.2621	-0.00050314	-0.1711	0.27966	-0.064	-0.33017	0.020304	0.13809	-0.25269	-0.080205	0.14091	-0.21178	-0.05755	0.21698	-0.29326	-0.11858
0.0071759	-0.0087251	-0.0091244	0.029605	-0.019183	0.12621	0.018249	-0.0098637	0.26225	0.02511	0.16093	0.2621	-0.00050314	-0.1711	0.27966	-0.064	-0.33017	0.020304	0.13809	-0.25269	-0.080205	0.14091	-0.21178	-0.05755	0.21698	-0.29326	-0.11858
0.0072019	-0.0087323	-0.0091094	0.029619	-0.019184	0.1262	0.018255	-0.0098414	0.26227	0.025116	0.16093	0.26211	-0.00052124	-0.1711	0.27967	-0.064007	-0.33016	0.020272	0.1381	-0.25268	-0.0802	0.14092	-0.21177	-0.057548	0.21698	-0.29326	-0.11857
0.0071765	-0.0087338	-0.0091079	0.029632	-0.019191	0.12623	0.018249	-0.0098596	0.26226	0.025112	0.16094	0.26209	-0.00047925	-0.17108	0.27966	-0.064006	-0.33017	0.020298	0.13809	-0.25269	-0.080221	0.14092	-0.21178	-0.057565	0.21697	-0.29328	-0.11859
0.0071699	-0.0087365	-0.009141	0.02962	-0.019191	0.12617	0.018272	-0.0098398	0.26228	0.025117	0.16093	0.2621	-0.00052123	-0.17108	0.27966	-0.064002	-0.33016	0.020294	0.13811	-0.2527	-0.080244	0.14091	-0.21178	-0.057584	0.21701	-0.29326	-0.11858
0.0072018	-0.0087161	-0.0091068	0.029641	-0.019182	0.12621	0.018271	-0.0098446	0.26226	0.025123	0.16092	0.26211	-0.00052837	-0.17108	0.27966	-0.064011	-0.33016	0.020297	0.13812	-0.25268	-0.080222	0.14094	-0.21177	-0.057564	0.21701	-0.29326	-0.11858
0.0072018	-0.0087161	-0.0091068	0.029641	-0.019182	0.12621	0.018271	-0.0098446	0.26226	0.025123	0.16092	0.26211	-0.00052837	-0.17108	0.27966	-0.064011	-0.33016	0.020297	0.13812	-0.25268	-0.080222	0.14094	-0.21177	-0.057564	0.21701	-0.29326	-0.11858
0.007229	-0.008714	-0.009096	0.029631	-0.019194	0.12619	0.018261	-0.0098406	0.26227	0.025105	0.16095	0.26209	-0.00048441	-0.17109	0.27967	-0.064009	-0.33015	0.020283	0.13811	-0.25268	-0.080236	0.14093	-0.21176	-0.057579	0.217	-0.29326	-0.11859
0.0072058	-0.0087232	-0.0091152	0.029653	-0.01919	0.12619	0.018264	-0.009833	0.26226	0.025118	0.16091	0.26209	-0.00053971	-0.17108	0.27965	-0.06402	-0.33014	0.020257	0.13812	-0.25268	-0.08023	0.14094	-0.21176	-0.057573	0.21701	-0.29325	-0.11859
0.0072058	-0.0087232	-0.0091152	0.029653	-0.01919	0.12619	0.018264	-0.009833	0.26226	0.025118	0.16091	0.26209	-0.00053971	-0.17108	0.27965	-0.06402	-0.33014	0.020257	0.13812	-0.25268	-0.08023	0.14094	-0.21176	-0.057573	0.21701	-0.29325	-0.11859
0.0072157	-0.0087068	-0.0091046	0.029654	-0.019188	0.12619	0.018282	-0.0098497	0.26225	0.025107	0.16093	0.2621	-0.00047961	-0.17107	0.27966	-0.064008	-0.33014	0.020285	0.13809	-0.25271	-0.080245	0.1409	-0.21179	-0.057584	0.21699	-0.29326	-0.1186
0.0072121	-0.008726	-0.0091201	0.029648	-0.019185	0.12619	0.018275	-0.0098222	0.26228	0.025098	0.16095	0.26208	-0.00052028	-0.17108	0.27965	-0.064018	-0.33014	0.02027	0.13808	-0.25269	-0.080238	0.1409	-0.21178	-0.057583	0.21696	-0.29328	-0.1186
0.0072317	-0.0086892	-0.009095	0.029662	-0.019193	0.12616	0.018287	-0.0098437	0.26225	0.025107	0.16093	0.26208	-0.00051066	-0.17108	0.27967	-0.064026	-0.33013	0.020264	0.13811	-0.25269	-0.080228	0.14092	-0.21178	-0.057565	0.217	-0.29326	-0.11859
0.0072192	-0.0087138	-0.0091088	0.029686	-0.019184	0.12619	0.018288	-0.009829	0.26227	0.025112	0.16094	0.26208	-0.00048675	-0.17107	0.27965	-0.064012	-0.33013	0.020276	0.13811	-0.2527	-0.080236	0.14092	-0.21178	-0.05758	0.21701	-0.29327	-0.11858
0.0072192	-0.0087138	-0.0091088	0.029686	-0.019184	0.12619	0.018288	-0.009829	0.26227	0.025112	0.16094	0.26208	-0.00048675	-0.17107	0.27965	-0.064012	-0.33013	0.020276	0.13811	-0.2527	-0.080236	0.14092	-0.21178	-0.05758	0.21701	-0.29327	-0.11858
0.0072297	-0.0087186	-0.0091156	0.029678	-0.019194	0.12614	0.018289	-0.0098311	0.26225	0.025105	0.16092	0.26208	-0.00055674	-0.17107	0.27964	-0.064024	-0.33012	0.020266	0.13811	-0.25267	-0.080254	0.14093	-0.21176	-0.057589	0.21701	-0.29324	-0.1186
0.0072133	-0.0087228	-0.009122	0.029705	-0.019203	0.12616	0.018298	-0.0098477	0.26225	0.025111	0.16092	0.26208	-0.00051573	-0.17108	0.27965	-0.064018	-0.33012	0.020272	0.1381	-0.25266	-0.080263	0.14092	-0.21175	-0.057602	0.217	-0.29326	-0.11858
0.0072133	-0.0087228	-0.009122	0.029705	-0.019203	0.12616	0.018298	-0.0098477	0.26225	0.025111	0.16092	0.26208	-0.00051573	-0.17108	0.27965	-0.064018	-0.33012	0.020272	0.1381	-0.25266	-0.080263	0.14092	-0.21175	-0.057602	0.217	-0.29326	-0.11858
0.0072074	-0.008725	-0.0091366	0.029715	-0.019192	0.12617	0.018298	-0.0098655	0.26224	0.025114	0.16091	0.26208	-0.00049865	-0.17108	0.27965	-0.064023	-0.33012	0.020285	0.13809	-0.25268	-0.080232	0.14091	-0.21177	-0.05757	0.21697	-0.29327	-0.11859
0.0072176	-0.0087462	-0.0091205	0.029705	-0.019203	0.12613	0.018303	-0.0098442	0.26226	0.025103	0.16091	0.26208	-0.00053173	-0.17108	0.27964	-0.064029	-0.33011	0.020249	0.13811	-0.25268	-0.080232	0.14092	-0.21177	-0.057578	0.217	-0.29327	-0.11857
0.0072452	-0.0087341	-0.0091087	0.029714	-0.019199	0.12617	0.018306	-0.0098566	0.26225	0.025121	0.16089	0.26207	-0.00046991	-0.17109	0.27964	-0.064026	-0.33012	0.020267	0.13809	-0.25268	-0.080232	0.14092	-0.21177	-0.057567	0.21697	-0.29327	-0.11859
0.0072064	-0.0087587	-0.0091464	0.029722	-0.019204	0.12615	0.018312	-0.0098601	0.26224	0.025116	0.1609	0.26206	-0.00051332	-0.17109	0.27963	-0.06402	-0.33011	0.020259	0.13811	-0.25267	-0.080248	0.14092	-0.21176	-0.057591	0.21701	-0.29327	-0.11857
0.0072064	-0.0087587	-0.0091464	0.029722	-0.019204	0.12615	0.018312	-0.0098601	0.26224	0.025116	0.1609	0.26206	-0.00051332	-0.17109	0.27963	-0.06402	-0.33011	0.020259	0.13811	-0.25267	-0.080248	0.14092	-0.21176	-0.057591	0.21701	-0.29327	-0.11857
0.0072441	-0.0087303	-0.0091166	0.029721	-0.019227	0.12613	0.01832	-0.0098642	0.26224	0.025114	0.16091	0.26206	-0.0005227	-0.17109	0.27962	-0.064024	-0.3301	0.020253	0.13811	-0.2527	-0.080214	0.14092	-0.21178	-0.057568	0.217	-0.29326	-0.11858
0.0072056	-0.0087393	-0.0091476	0.029722	-0.0192	0.12613	0.018321	-0.0098721	0.26221	0.02511	0.16091	0.26205	-0.00048923	-0.1711	0.27962	-0.064047	-0.33011	0.020248	0.1381	-0.25267	-0.080231	0.14093	-0.21175	-0.057576	0.21699	-0.29326	-0.11858
0.0072056	-0.0087393	-0.0091476	0.029722	-0.0192	0.12613	0.018321	-0.0098721	0.26221	0.02511	0.16091	0.26205	-0.00048923	-0.1711	0.27962	-0.064047	-0.33011	0.020248	0.1381	-0.25267	-0.080231	0.14093	-0.21175	-0.057576	0.21699	-0.29326	-0.11858
0.0072022	-0.0087466	-0.0091438	0.029796	-0.019258	0.12611	0.018319	-0.0098668	0.26223	0.025127	0.16088	0.26205	-0.00048805	-0.17109	0.27961	-0.064042	-0.33011	0.020238	0.13809	-0.25269	-0.080215	0.1409	-0.21178	-0.057562	0.21697	-0.29327	-0.11858
0.0072069	-0.0087367	-0.0091455	0.029794	-0.019268	0.12608	0.018333	-0.0098791	0.26221	0.025125	0.16089	0.26205	-0.00050081	-0.1711	0.27961	-0.064053	-0.3301	0.020243	0.1381	-0.25267	-0.080256	0.14092	-0.21176	-0.057597	0.217	-0.29326	-0.11858
0.0072019	-0.0087556	-0.0091764	0.029782	-0.019271	0.12607	0.018333	-0.0098801	0.26222	0.025126	0.16086	0.26204	-0.00050728	-0.1711	0.27959	-0.064058	-0.3301	0.02021	0.13812	-0.25268	-0.080245	0.14093	-0.21176	-0.057589	0.21701	-0.29326	-0.11858
0.0072019	-0.0087556	-0.0091764	0.029782	-0.019271	0.12607	0.018333	-0.0098801	0.26222	0.025126	0.16086	0.26204	-0.00050728	-0.1711	0.27959	-0.064058	-0.3301	0.02021	0.13812	-0.25268	-0.080245	0.14093	-0.21176	-0.057589	0.21701	-0.29326	-0.11858
